#url,name
https://maps.google.com/?cid=12745222614603469793,Market Basket
https://maps.app.goo.gl/TE7QzGBLDeG82waf9,Whole Foods
https://maps.app.goo.gl/173zt5yTTS5xPkES8,Trader Joes
